8,20,530979
7,20,531657
8,25,534519
10,20,536330
7,25,536789
9,20,536989
7,30,546504
11,20,549991
9,25,562173
12,20,590459
8,30,603783
10,25,618994
7,35,622725
13,20,635523
9,30,670118
11,25,674548
14,20,681045
8,35,700819
7,40,708937
15,20,724736
12,25,730206
10,30,737385
16,20,771749
9,35,776033
13,25,786389
7,45,794917
8,40,797420
11,30,803540
17,20,817037
14,25,842809
10,35,854965
18,20,861370
12,30,869982
7,50,881048
9,40,885182
8,45,894076
15,25,898323
19,20,908155
11,35,931940
13,30,937464
20,20,951982
16,25,954973
7,55,966506
10,40,974200
8,50,990903
9,45,992965
21,20,998147
14,30,1003519
12,35,1009888
17,25,1010469
22,20,1041811
7,60,1053529
11,40,1061920
18,25,1066258
15,30,1070027
8,55,1089145
23,20,1089349
13,35,1090316
10,45,1093614
9,50,1100831
19,25,1122309
24,20,1135000
16,30,1137851
7,65,1139355
12,40,1150032
14,35,1164787
25,20,1177341
20,25,1178662
8,60,1180715
11,45,1190780
17,30,1204457
10,50,1209557
9,55,1210416
26,20,1223020
7,70,1226072
21,25,1234942
13,40,1240285
15,35,1241643
27,20,1267838
18,30,1270162
8,65,1281612
12,45,1289705
22,25,1290797
7,75,1311666
28,20,1313075
9,60,1315201
16,35,1320371
11,50,1320474
14,40,1327193
10,55,1328549
19,30,1336888
23,25,1346003
29,20,1361737
8,70,1378520
13,45,1389317
7,80,1397529
17,35,1398219
24,25,1402213
30,20,1404020
20,30,1404616
15,40,1414793
9,65,1422798
12,50,1429343
10,60,1447282
11,55,1448985
31,20,1452539
25,25,1458714
21,30,1474483
8,75,1474537
18,35,1475663
7,85,1482797
14,45,1487528
32,20,1494646
16,40,1503413
26,25,1517734
9,70,1531492
22,30,1537213
33,20,1537305
13,50,1538251
19,35,1551731
10,65,1565438
27,25,1568096
12,55,1569024
7,90,1570321
8,80,1572662
11,60,1579218
34,20,1584382
15,45,1586046
17,40,1590281
23,30,1603467
28,25,1625440
35,20,1628033
20,35,1629291
9,75,1638577
14,50,1650335
7,95,1656182
8,85,1668055
24,30,1670045
36,20,1697961
29,25,1715015
18,40,1739229
16,45,1767972
10,70,1792513
13,55,1808612
11,65,1828788
21,35,1828801
12,60,1829431
37,20,1840051
30,25,1856780
25,30,1858444
7,100,1860368
9,80,1865768
15,50,1879885
8,90,1885060
38,20,1886449
19,40,1887316
17,45,1904775
22,35,1905552
31,25,1913535
10,75,1920700
26,30,1924617
14,55,1930747
39,20,1932984
7,105,1947932
11,70,1955249
13,60,1960309
32,25,1968361
12,65,1968992
9,85,1973999
20,40,1974213
40,20,1975085
8,95,1980921
23,35,1982767
16,50,1987647
27,30,1989871
18,45,2003436
41,20,2019717
33,25,2023682
7,110,2033578
10,80,2040541
15,55,2056211
28,30,2058617
24,35,2060814
21,40,2065388
42,20,2065453
9,90,2079006
8,100,2079400
34,25,2081330
11,75,2084651
14,60,2091222
17,50,2100349
19,45,2101853
12,70,2104996
43,20,2111259
13,65,2111969
7,115,2119867
29,30,2124727
25,35,2138318
35,25,2143072
22,40,2151691
44,20,2156711
10,85,2159606
16,55,2169852
8,105,2176079
9,95,2186225
30,30,2190308
36,25,2193540
45,20,2199776
20,45,2202519
7,120,2205732
18,50,2209552
11,80,2213394
26,35,2214743
15,60,2223032
23,40,2240006
46,20,2245862
12,75,2246500
37,25,2249365
14,65,2251665
31,30,2256995
13,70,2265317
8,110,2273996
10,90,2276374
47,20,2290086
7,125,2291369
17,55,2292159
27,35,2294141
9,100,2295827
21,45,2302596
38,25,2304315
19,50,2317468
32,30,2325833
24,40,2327119
48,20,2338296
11,85,2343830
16,60,2353621
39,25,2361238
28,35,2368933
8,115,2369346
7,130,2378072
49,20,2388764
12,80,2389018
33,30,2389401
15,65,2394546
10,95,2395173
9,105,2396906
22,45,2400407
14,70,2411034
18,55,2411886
13,75,2412458
25,40,2415798
40,25,2418194
20,50,2426919
50,20,2428032
29,35,2446233
34,30,2457171
7,135,2463049
8,120,2464032
41,25,2471392
51,20,2472336
11,90,2472773
17,60,2477934
23,45,2498664
26,40,2506937
9,110,2511522
10,100,2512627
52,20,2515891
30,35,2521384
35,30,2524537
12,85,2527842
42,25,2528100
19,55,2530943
16,65,2536865
21,50,2537508
7,140,2550727
8,125,2561636
53,20,2561854
13,80,2562978
15,70,2566851
14,75,2575712
43,25,2583952
36,30,2588486
27,40,2592040
24,45,2596728
11,95,2602522
31,35,2602550
54,20,2607716
18,60,2615866
9,115,2619111
10,105,2631759
7,145,2634259
44,25,2638561
22,50,2645419
20,55,2653002
55,20,2653820
37,30,2657156
8,130,2658498
12,90,2664620
17,65,2678553
32,35,2678921
28,40,2681730
45,25,2691892
25,45,2695358
56,20,2697065
13,85,2715007
16,70,2720618
7,150,2720641
38,30,2723751
9,120,2726500
11,100,2732136
14,80,2736476
15,75,2741268
57,20,2743728
19,60,2747575
10,110,2749243
46,25,2750331
33,35,2754611
23,50,2758481
8,135,2760420
29,40,2769932
21,55,2773698
58,20,2788510
26,45,2792387
39,30,2796993
12,95,2806185
7,155,2807625
47,25,2807972
18,65,2826064
9,125,2830528
34,35,2831082
59,20,2836794
8,140,2853297
40,30,2855269
30,40,2858517
11,105,2859117
48,25,2862334
24,50,2864523
13,90,2864651
10,115,2865844
17,70,2871689
20,60,2878594
60,20,2879414
7,160,2892243
27,45,2896042
22,55,2896302
14,85,2897350
16,75,2897875
35,35,2910071
15,80,2911389
49,25,2918670
61,20,2920291
41,30,2921275
9,130,2940744
31,40,2946431
12,100,2946801
8,145,2948486
19,65,2960415
62,20,2973348
50,25,2975623
25,50,2976002
11,110,2986931
10,120,2987415
42,30,2988020
36,35,2988152
7,165,2989851
28,45,2992409
13,95,3009031
21,60,3010235
63,20,3010274
23,55,3023714
18,70,3026592
51,25,3032411
32,40,3033361
8,150,3046393
9,135,3051193
43,30,3057760
64,20,3060763
14,90,3061514
17,75,3064127
7,170,3064722
37,35,3067202
16,80,3072957
15,85,3082687
52,25,3086245
26,50,3086490
12,105,3087869
29,45,3089764
20,65,3103126
10,125,3104992
65,20,3105636
11,115,3116333
33,40,3122828
44,30,3124594
24,55,3135362
53,25,3141308
22,60,3144181
8,155,3144927
38,35,3145260
66,20,3150297
7,175,3151469
9,140,3156267
13,100,3165056
19,70,3176865
45,30,3188688
30,45,3189834
27,50,3194533
67,20,3195562
54,25,3202547
34,40,3209550
39,35,3219974
14,95,3222074
10,130,3222142
12,110,3228389
18,75,3228682
8,160,3239185
68,20,3240911
7,180,3245152
11,120,3246005
21,65,3247632
55,25,3253931
25,55,3255363
15,90,3255581
46,30,3257477
17,80,3260471
9,145,3265316
16,85,3266629
23,60,3273085
69,20,3286361
31,45,3289515
40,35,3297675
35,40,3297972
28,50,3301876
56,25,3312139
13,105,3313936
7,185,3323509
47,30,3325120
70,20,3328352
20,70,3330832
8,165,3335289
10,135,3341105
57,25,3366296
12,115,3367795
41,35,3375345
26,55,3375389
11,125,3375741
9,150,3375787
71,20,3377000
36,40,3382320
14,100,3382848
32,45,3384520
22,65,3388612
19,75,3392116
48,30,3392526
24,60,3404416
7,190,3408809
29,50,3413764
58,25,3415808
72,20,3420490
15,95,3424969
8,170,3434286
18,80,3435318
17,85,3447226
16,90,3449653
42,35,3453576
49,30,3455381
10,140,3460335
13,110,3475601
73,20,3489976
37,40,3523303
59,25,3524260
9,155,3539712
21,70,3541380
33,45,3542439
27,55,3612488
7,195,3618700
11,130,3624682
74,20,3626989
12,120,3633474
50,30,3644845
30,50,3645403
8,175,3647950
43,35,3650243
23,65,3650810
25,60,3653506
60,25,3656420
14,105,3664882
75,20,3675310
20,75,3678296
38,40,3686144
10,145,3693279
34,45,3702815
9,160,3703608
61,25,3708609
51,30,3710995
15,100,3718019
76,20,3721112
19,80,3724646
44,35,3725720
28,55,3735606
13,115,3737076
8,180,3746759
18,85,3749714
16,95,3751686
31,50,3754057
11,135,3755115
22,70,3756632
17,90,3765591
12,125,3765648
77,20,3766027
62,25,3766773
39,40,3771865
52,30,3779933
26,60,3785180
24,65,3791816
45,35,3805353
35,45,3805855
78,20,3809447
10,150,3818545
14,110,3819636
63,25,3824786
9,165,3827250
21,75,3838811
29,55,3841361
8,185,3843458
53,30,3844866
40,40,3857276
32,50,3862957
79,20,3869645
64,25,3878106
11,140,3880410
46,35,3883362
13,120,3885990
15,105,3890890
80,20,3898663
20,80,3900665
36,45,3904656
12,130,3907234
23,70,3910351
54,30,3916942
27,60,3917012
9,170,3918076
10,155,3932293
25,65,3932932
65,25,3933746
16,100,3935289
8,190,3939736
19,85,3941288
81,20,3946224
41,40,3946783
18,90,3959119
47,35,3961778
17,95,3966852
33,50,3972404
30,55,3977476
55,30,3979900
14,115,3986658
66,25,3990619
82,20,3991379
22,75,4003333
37,45,4004161
11,145,4010512
9,175,4029613
42,40,4034658
83,20,4035884
8,195,4036368
48,35,4036646
13,125,4037873
12,135,4043445
67,25,4044425
56,30,4044599
28,60,4049861
10,160,4051860
24,70,4058365
15,110,4066407
26,65,4074198
21,80,4076404
84,20,4081806
34,50,4083940
31,55,4096371
68,25,4100006
38,45,4101883
57,30,4108696
49,35,4113186
16,105,4116606
43,40,4124502
20,85,4127910
85,20,4129535
11,150,4138700
9,180,4143621
14,120,4149196
17,100,4153026
69,25,4157126
19,90,4157648
18,95,4167081
10,165,4168020
23,75,4168224
29,60,4172216
86,20,4173393
58,30,4175520
12,140,4182585
50,35,4190122
35,50,4190683
13,130,4201702
39,45,4204509
70,25,4209857
25,70,4209950
44,40,4213155
87,20,4217407
32,55,4218187
27,65,4220175
15,115,4234640
9,185,4241261
59,30,4243950
22,80,4252105
88,20,4263819
51,35,4267490
11,155,4269708
71,25,4269941
10,170,4289367
36,50,4298840
45,40,4299594
40,45,4300266
16,110,4301228
89,20,4306490
14,125,4306792
30,60,4309419
60,30,4309712
12,145,4322373
72,25,4325206
24,75,4327302
21,85,4327564
13,135,4337253
33,55,4338909
52,35,4346619
17,105,4347581
90,20,4350193
9,190,4351482
20,90,4355650
28,65,4361973
26,70,4367939
18,100,4369438
61,30,4372425
19,95,4373780
73,25,4380159
46,40,4394229
91,20,4399478
11,160,4399504
41,45,4400928
10,175,4408722
37,50,4411585
15,120,4412892
53,35,4415764
23,80,4425929
74,25,4436401
92,20,4440599
31,60,4442734
62,30,4450832
9,195,4458829
34,55,4460884
12,150,4462497
14,130,4469971
47,40,4474113
16,115,4484586
93,20,4488668
13,140,4489333
22,85,4491157
42,45,4492862
25,75,4494597
75,25,4494816
29,65,4501584
54,35,4503428
63,30,4509463
27,70,4517490
38,50,4519521
10,180,4522868
11,165,4528732
94,20,4532793
17,110,4539326
21,90,4549108
